function,category,original_line,current_line,cpp_locations
function_431c80,unchanged_decompiled_body,67161,68474,
function_431cd0,unchanged_decompiled_body,67195,68508,
function_431d20,unchanged_decompiled_body,67214,68527,
function_431d80,modified_nonempty_body,67233,68546,
function_431e40,unchanged_decompiled_body,67283,68596,
function_431ee0,unchanged_decompiled_body,67299,68612,
function_432020,unchanged_decompiled_body,67345,68658,
function_432160,unchanged_decompiled_body,67391,68704,
function_432240,unchanged_decompiled_body,67411,68724,
function_432320,unchanged_decompiled_body,67431,68744,
function_432400,unchanged_decompiled_body,67451,68764,
function_4324e0,unchanged_decompiled_body,67471,68784,
function_4325c0,unchanged_decompiled_body,67491,68804,
function_432660,unchanged_decompiled_body,67508,68821,
function_4326a0,unchanged_decompiled_body,67547,68860,
function_432770,unchanged_decompiled_body,67618,68931,
function_432850,unchanged_decompiled_body,67693,69006,
function_432980,unchanged_decompiled_body,67777,69090,
function_4329a0,original_short_body,67786,69099,
function_4329c0,unchanged_decompiled_body,67792,69105,
function_432ba0,unchanged_decompiled_body,68045,69358,
function_432df0,unchanged_decompiled_body,68313,69626,
function_432e50,unchanged_decompiled_body,68342,69655,
function_432f70,unchanged_decompiled_body,68424,69737,
function_433080,unchanged_decompiled_body,68470,69783,
function_4330e0,unchanged_decompiled_body,68482,69795,
function_433160,unchanged_decompiled_body,68494,69807,
function_4331d0,unchanged_decompiled_body,68506,69819,
function_433260,unchanged_decompiled_body,68523,69836,
function_4332df,unchanged_decompiled_body,68544,69857,
function_433300,unchanged_decompiled_body,68552,69865,
function_433390,unchanged_decompiled_body,68573,69886,
function_4333d0,unchanged_decompiled_body,68618,69931,
function_4333f0,unchanged_decompiled_body,68634,69947,
function_433480,unchanged_decompiled_body,68655,69968,
function_4334f9,unchanged_decompiled_body,68676,69989,
function_4335a0,unchanged_decompiled_body,68697,70010,
function_433630,unchanged_decompiled_body,68713,70026,
function_4336e0,unchanged_decompiled_body,68773,70086,
function_433710,original_short_body,68789,70102,
function_433720,original_short_body,68797,70110,
function_433730,unchanged_decompiled_body,68803,70116,
function_433740,unchanged_decompiled_body,68810,70123,
function_433760,unchanged_decompiled_body,68820,70133,
function_433770,unchanged_decompiled_body,68827,70140,
function_433780,unchanged_decompiled_body,68837,70150,
function_4338d0,unchanged_decompiled_body,68896,70209,
function_433aa0,unchanged_decompiled_body,69027,70340,
function_433ae0,unchanged_decompiled_body,69045,70358,
function_433c90,unchanged_decompiled_body,69081,70394,
function_4341f0,unchanged_decompiled_body,69228,70541,
function_434380,unchanged_decompiled_body,69297,70610,
function_434760,modified_nonempty_body,69669,70982,
function_434920,unchanged_decompiled_body,69702,71015,
function_434a50,unchanged_decompiled_body,69780,71093,
function_434b40,replacement_mapping_unresolved,69862,,
function_434b60,replacement_mapping_unresolved,69871,,
function_434f40,replacement_mapping_unresolved,70193,,
function_435220,unchanged_decompiled_body,70352,71173,
function_4355f0,unchanged_decompiled_body,70794,71615,
function_435720,unchanged_decompiled_body,70888,71709,
function_435860,unchanged_decompiled_body,70996,71817,
function_435af0,unchanged_decompiled_body,71204,72025,
function_435b20,unchanged_decompiled_body,71218,72039,
function_435d00,unchanged_decompiled_body,71424,72245,
function_435e80,unchanged_decompiled_body,71504,72325,
function_435ee0,unchanged_decompiled_body,71526,72347,
function_435f00,unchanged_decompiled_body,71539,72360,
function_435fc0,unchanged_decompiled_body,71625,72446,
function_435fd0,unchanged_decompiled_body,71633,72454,
function_4360c0,unchanged_decompiled_body,71679,72500,
function_436110,unchanged_decompiled_body,71700,72521,
function_436140,unchanged_decompiled_body,71718,72539,
function_436180,unchanged_decompiled_body,71737,72558,
function_4361c0,unchanged_decompiled_body,71755,72576,
function_436290,unchanged_decompiled_body,71784,72605,
function_4362f0,unchanged_decompiled_body,71831,72652,
function_436350,unchanged_decompiled_body,71885,72706,
function_4363b0,unchanged_decompiled_body,71933,72754,
function_436450,unchanged_decompiled_body,71973,72794,
function_436710,original_short_body,72103,72924,
function_436720,modified_nonempty_body,72109,72930,
function_436770,original_short_body,72126,72947,
function_436780,unchanged_decompiled_body,72132,72953,
function_436840,unchanged_decompiled_body,72155,72976,
function_436940,unchanged_decompiled_body,72180,73001,
function_436d50,unchanged_decompiled_body,72551,73372,
function_437e10,unchanged_decompiled_body,72592,73413,
function_436e60,unchanged_decompiled_body,72601,73422,
function_436ec0,unchanged_decompiled_body,72650,73471,
function_436fe0,unchanged_decompiled_body,72707,73528,
function_437f40,unchanged_decompiled_body,72747,73568,
function_437170,unchanged_decompiled_body,72778,73599,
function_437220,unchanged_decompiled_body,72810,73631,
function_437260,unchanged_decompiled_body,72825,73646,
function_437290,unchanged_decompiled_body,72841,73662,
function_438080,unchanged_decompiled_body,72886,73707,
function_4373b0,unchanged_decompiled_body,72895,73716,
function_437440,unchanged_decompiled_body,72946,73767,
function_437470,unchanged_decompiled_body,72960,73781,
function_438190,unchanged_decompiled_body,73006,73827,
function_4375c0,unchanged_decompiled_body,73015,73836,
function_437690,unchanged_decompiled_body,73064,73885,
function_438270,unchanged_decompiled_body,73111,73932,
function_4377f0,unchanged_decompiled_body,73120,73941,
function_4378c0,unchanged_decompiled_body,73160,73981,
function_4379e0,unchanged_decompiled_body,73219,74040,
function_437a60,unchanged_decompiled_body,73249,74070,
function_437b70,unchanged_decompiled_body,73312,74133,
function_437be0,unchanged_decompiled_body,73346,74167,
function_437c70,unchanged_decompiled_body,73372,74193,
function_437c90,original_short_body,73382,74203,
function_437ca0,unchanged_decompiled_body,73390,74211,
function_437d30,unchanged_decompiled_body,73416,74237,
function_437d50,original_short_body,73426,74247,
function_437d60,unchanged_decompiled_body,73432,74253,
function_437d90,unchanged_decompiled_body,73444,74265,
function_437df0,unchanged_decompiled_body,73473,74294,
function_437e50,unchanged_decompiled_body,73513,74334,
function_437ea0,unchanged_decompiled_body,73540,74361,
function_437ee0,unchanged_decompiled_body,73567,74388,
function_437f90,unchanged_decompiled_body,73625,74446,
function_437fb0,unchanged_decompiled_body,73650,74471,
function_438030,unchanged_decompiled_body,73680,74501,
function_4380c0,unchanged_decompiled_body,73748,74569,
function_438140,unchanged_decompiled_body,73778,74599,
function_4381d0,unchanged_decompiled_body,73837,74658,
function_4381f0,unchanged_decompiled_body,73855,74676,
function_4382b0,unchanged_decompiled_body,73910,74731,
function_438330,unchanged_decompiled_body,73939,74760,
function_438370,unchanged_decompiled_body,73966,74787,
function_438380,unchanged_decompiled_body,73973,74794,
function_438540,unchanged_decompiled_body,74009,74830,
function_438700,unchanged_decompiled_body,74045,74866,
function_4387d0,unchanged_decompiled_body,74087,74908,
function_438820,unchanged_decompiled_body,74111,74932,
function_438940,unchanged_decompiled_body,74154,74975,
function_4389a0,unchanged_decompiled_body,74178,74999,
function_438a90,unchanged_decompiled_body,74226,75047,
function_438af0,unchanged_decompiled_body,74248,75069,
function_438bf0,unchanged_decompiled_body,74292,75113,
function_438c50,unchanged_decompiled_body,74316,75137,
function_438d40,unchanged_decompiled_body,74359,75180,
function_438da0,unchanged_decompiled_body,74383,75204,
function_438e70,unchanged_decompiled_body,74527,75348,
function_438f00,modified_nonempty_body,74591,75412,
function_439180,unchanged_decompiled_body,74930,75751,
function_4391d0,unchanged_decompiled_body,74964,75785,
function_439220,unchanged_decompiled_body,74983,75804,
function_439300,unchanged_decompiled_body,75003,75824,
function_4393e0,unchanged_decompiled_body,75023,75844,
function_439460,unchanged_decompiled_body,75039,75860,
function_439540,unchanged_decompiled_body,75059,75880,
function_439620,unchanged_decompiled_body,75079,75900,
function_439700,unchanged_decompiled_body,75099,75920,
function_4397e0,unchanged_decompiled_body,75119,75940,
function_439840,unchanged_decompiled_body,75146,75967,
function_4398e0,unchanged_decompiled_body,75163,75984,
function_439940,unchanged_decompiled_body,75240,76061,
function_439a80,unchanged_decompiled_body,75286,76107,
function_439bd0,unchanged_decompiled_body,75332,76153,
function_439c20,unchanged_decompiled_body,75347,76168,
function_439c50,unchanged_decompiled_body,75375,76196,
function_439c80,unchanged_decompiled_body,75382,76203,
function_439cb0,unchanged_decompiled_body,75406,76227,
function_439ce0,unchanged_decompiled_body,75434,76255,
function_439e10,unchanged_decompiled_body,75517,76338,
function_439ef0,unchanged_decompiled_body,75592,76413,
function_43a020,modified_nonempty_body,75676,76497,
function_43a0ae,original_short_body,75694,76515,
function_43a0b6,unchanged_decompiled_body,75700,76521,
function_43a0e0,original_short_body,75708,76529,
function_43a100,unchanged_decompiled_body,75714,76535,
function_43a350,unchanged_decompiled_body,75982,76803,
function_43a3b0,unchanged_decompiled_body,76013,76834,
function_43a4c0,unchanged_decompiled_body,76060,76881,
function_43a550,unchanged_decompiled_body,76077,76898,
function_43a620,unchanged_decompiled_body,76199,77020,
function_43a720,unchanged_decompiled_body,76338,77159,
function_43a7b0,unchanged_decompiled_body,76359,77180,
function_43a860,unchanged_decompiled_body,76425,77246,
function_43a900,unchanged_decompiled_body,76488,77309,
function_43a9f0,unchanged_decompiled_body,76565,77386,
function_43aa40,unchanged_decompiled_body,76606,77427,
function_43ab00,unchanged_decompiled_body,76675,77496,
function_43ab60,unchanged_decompiled_body,76686,77507,
function_43abc0,unchanged_decompiled_body,76698,77519,
function_43adc0,unchanged_decompiled_body,76820,77641,
function_43ade0,unchanged_decompiled_body,76841,77662,
function_43ae60,unchanged_decompiled_body,76856,77677,
function_43af30,unchanged_decompiled_body,76877,77698,
function_43afd0,unchanged_decompiled_body,76894,77715,
function_43b060,unchanged_decompiled_body,76910,77731,
function_43b0e0,unchanged_decompiled_body,76925,77746,
function_43b150,unchanged_decompiled_body,76938,77759,
function_43b1b0,unchanged_decompiled_body,76950,77771,
function_43b2f0,unchanged_decompiled_body,77173,77994,
function_43b380,unchanged_decompiled_body,77194,78015,
function_43b410,unchanged_decompiled_body,77215,78036,
function_43b6c0,unchanged_decompiled_body,77500,78321,
function_43b6f0,unchanged_decompiled_body,77532,78353,
function_43b790,unchanged_decompiled_body,77590,78411,
function_43b7d0,unchanged_decompiled_body,77626,78447,
function_43b800,unchanged_decompiled_body,77658,78479,
function_43b840,unchanged_decompiled_body,77690,78511,
function_43b900,unchanged_decompiled_body,77754,78575,
function_43b980,unchanged_decompiled_body,77772,78593,
function_43bab0,unchanged_decompiled_body,77878,78699,
function_43bb50,unchanged_decompiled_body,78054,78875,
function_43bba0,unchanged_decompiled_body,78085,78906,
function_43bc20,unchanged_decompiled_body,78209,79030,
function_43bcc0,unchanged_decompiled_body,78231,79052,
function_43bdc0,unchanged_decompiled_body,78347,79168,
function_43be50,unchanged_decompiled_body,78388,79209,
function_43bf40,unchanged_decompiled_body,78471,79292,
function_43bfc0,unchanged_decompiled_body,78548,79369,
function_43c070,unchanged_decompiled_body,78569,79390,
function_43c140,unchanged_decompiled_body,78647,79468,
function_43c1b0,original_short_body,78696,79517,
function_43c1c0,original_short_body,78704,79525,
function_43c1d0,original_short_body,78712,79533,
function_43c1e0,unchanged_decompiled_body,78720,79541,
function_43c210,unchanged_decompiled_body,78740,79561,
function_43c220,unchanged_decompiled_body,78750,79571,
function_43c2b0,unchanged_decompiled_body,78794,79615,
function_43c530,unchanged_decompiled_body,78874,79695,
function_43c690,unchanged_decompiled_body,78940,79761,
function_43c6b0,modified_nonempty_body,78953,79774,
function_43c860,explicit_receiver_in_c,78986,,
function_43c8c0,unchanged_decompiled_body,79012,79832,
function_43c920,unchanged_decompiled_body,79039,79859,
function_43ca40,unchanged_decompiled_body,79089,79909,
function_43cc00,unchanged_decompiled_body,79121,79941,
function_43cec0,original_short_body,79251,80071,
function_43ced0,modified_nonempty_body,79257,80077,
function_43cf20,modified_nonempty_body,79274,80095,
function_43cf30,unchanged_decompiled_body,79280,80110,
function_43d010,unchanged_decompiled_body,79314,80144,
function_43d110,modified_nonempty_body,79341,80543,
function_43d520,unchanged_decompiled_body,79714,80564,
function_43d5a0,unchanged_decompiled_body,79744,80594,
function_43d6b0,unchanged_decompiled_body,79807,80657,
function_43d720,unchanged_decompiled_body,79841,80691,
function_43d7b0,unchanged_decompiled_body,79865,80715,
function_43d7d0,original_short_body,79873,80723,
function_43d7e0,unchanged_decompiled_body,79879,80729,
function_43d810,unchanged_decompiled_body,79893,80743,
function_43d870,unchanged_decompiled_body,79920,80770,
function_43d880,unchanged_decompiled_body,79927,80777,
function_43da40,unchanged_decompiled_body,79963,80813,
function_43db10,modified_nonempty_body,80107,80957,
function_43dd90,unchanged_decompiled_body,80446,81296,
function_43dde0,unchanged_decompiled_body,80480,81330,
function_43de30,unchanged_decompiled_body,80499,81349,
function_43df10,unchanged_decompiled_body,80519,81369,
function_43dfb0,unchanged_decompiled_body,80536,81386,
function_43e100,unchanged_decompiled_body,80584,81434,
function_43e110,unchanged_decompiled_body,80591,81441,
function_43e1f0,unchanged_decompiled_body,80666,81516,
function_43e320,original_short_body,80748,81598,
function_43e340,unchanged_decompiled_body,80754,81604,
function_43e590,unchanged_decompiled_body,81024,81874,
function_43e6a0,unchanged_decompiled_body,81070,81920,
function_43e730,unchanged_decompiled_body,81087,81937,
function_43e7aa,unchanged_decompiled_body,81108,81958,
function_43e7c0,unchanged_decompiled_body,81117,81967,
function_43e83a,unchanged_decompiled_body,81138,81988,
function_43e850,unchanged_decompiled_body,81149,81999,
function_43e860,original_short_body,81156,82006,
function_43e870,original_short_body,81162,82012,
function_43e880,unchanged_decompiled_body,81170,82020,
function_43e890,modified_nonempty_body,81178,82028,
function_43eb80,unchanged_decompiled_body,81295,82145,
function_43ec30,unchanged_decompiled_body,81322,82172,
function_43eda0,unchanged_decompiled_body,81358,82208,
function_43f5a0,unchanged_decompiled_body,81620,82470,
function_43f750,unchanged_decompiled_body,81687,82537,
function_43f770,modified_nonempty_body,81700,82550,
function_43fb00,modified_nonempty_body,81764,82614,
function_43fbe0,unchanged_decompiled_body,81800,82650,
function_43fc40,modified_nonempty_body,81825,82675,
function_440180,unchanged_decompiled_body,82295,83145,
function_440350,modified_nonempty_body,82357,83207,
function_440390,unchanged_decompiled_body,82374,83217,
function_440560,unchanged_decompiled_body,82495,83338,
function_440710,modified_nonempty_body,82597,83440,
function_440770,unchanged_decompiled_body,82612,83455,
function_4407a0,unchanged_decompiled_body,82627,83470,
function_440900,unchanged_decompiled_body,82839,83682,
function_440910,modified_nonempty_body,82847,83690,
function_440ca0,unchanged_decompiled_body,82978,83813,
function_440de0,unchanged_decompiled_body,83008,83843,
function_440df0,modified_nonempty_body,83022,83857,
function_440e20,unchanged_decompiled_body,83035,83870,
function_440e30,unchanged_decompiled_body,83042,83877,
function_440e60,unchanged_decompiled_body,83062,83897,
function_440e70,unchanged_decompiled_body,83069,83904,
function_440e90,unchanged_decompiled_body,83077,83912,
function_440ea0,unchanged_decompiled_body,83084,83919,
function_440ed0,unchanged_decompiled_body,83093,83928,
function_440ee0,unchanged_decompiled_body,83100,83935,
function_440f10,unchanged_decompiled_body,83109,83944,
function_440f20,unchanged_decompiled_body,83116,83951,
function_440f50,unchanged_decompiled_body,83125,83960,
function_440f60,unchanged_decompiled_body,83132,83967,
function_440f90,unchanged_decompiled_body,83141,83976,
function_440fa0,unchanged_decompiled_body,83148,83983,
function_440fd0,unchanged_decompiled_body,83157,83992,
function_440fe0,unchanged_decompiled_body,83164,83999,
function_441010,unchanged_decompiled_body,83173,84008,
function_441020,unchanged_decompiled_body,83180,84015,
function_441040,unchanged_decompiled_body,83188,84023,
function_441050,unchanged_decompiled_body,83195,84030,
function_441070,unchanged_decompiled_body,83203,84038,
function_441080,unchanged_decompiled_body,83210,84045,
function_441090,unchanged_decompiled_body,83218,84053,
function_4410a0,unchanged_decompiled_body,83225,84060,
function_4410b0,unchanged_decompiled_body,83232,84067,
function_4410c0,modified_nonempty_body,83239,84074,
function_441250,unchanged_decompiled_body,83395,84230,
function_4413a0,unchanged_decompiled_body,83551,84386,
function_441660,original_short_body,83681,84516,
function_441670,modified_nonempty_body,83687,84522,
function_4416c0,original_short_body,83704,84539,
function_4416d0,unchanged_decompiled_body,83710,84545,
function_4417a0,unchanged_decompiled_body,83733,84568,
function_4418a0,unchanged_decompiled_body,83758,84593,
function_441cb0,unchanged_decompiled_body,84131,84966,
function_441df0,unchanged_decompiled_body,84441,85276,
function_441e80,unchanged_decompiled_body,84563,85398,
function_441ed0,unchanged_decompiled_body,84602,85437,
function_442040,unchanged_decompiled_body,84673,85508,
function_4420f0,unchanged_decompiled_body,84706,85541,
function_442110,unchanged_decompiled_body,84716,85551,
function_4422e0,unchanged_decompiled_body,84787,85622,
function_442300,unchanged_decompiled_body,84798,85633,
function_442430,unchanged_decompiled_body,84956,85791,
function_442480,unchanged_decompiled_body,84978,85813,
function_4424b0,unchanged_decompiled_body,85003,85838,
function_4424f0,unchanged_decompiled_body,85030,85865,
function_442570,unchanged_decompiled_body,85060,85895,
function_442680,unchanged_decompiled_body,85123,85958,
function_4426f0,unchanged_decompiled_body,85157,85992,
function_442780,unchanged_decompiled_body,85183,86018,
function_4427a0,original_short_body,85193,86028,
function_4427b0,unchanged_decompiled_body,85199,86034,
function_4427e0,unchanged_decompiled_body,85211,86046,
function_442840,unchanged_decompiled_body,85237,86072,
function_4428b0,unchanged_decompiled_body,85266,86101,
function_442900,unchanged_decompiled_body,85291,86126,
function_442930,unchanged_decompiled_body,85311,86146,
function_4429d0,unchanged_decompiled_body,85351,86186,
function_442bd0,unchanged_decompiled_body,85498,86333,
function_442d20,unchanged_decompiled_body,85605,86440,
function_442da0,unchanged_decompiled_body,85687,86522,
function_442db0,unchanged_decompiled_body,85694,86529,
function_442f70,unchanged_decompiled_body,85730,86565,
function_442fb0,modified_nonempty_body,85751,86586,
function_442fe0,unchanged_decompiled_body,85761,86596,
function_4430e0,unchanged_decompiled_body,85811,86646,
function_443140,unchanged_decompiled_body,85835,86670,
function_443170,unchanged_decompiled_body,85851,86686,
function_443240,modified_nonempty_body,85995,86830,
function_4434c0,unchanged_decompiled_body,86334,87169,
function_443510,unchanged_decompiled_body,86368,87203,
function_443560,unchanged_decompiled_body,86387,87222,
function_443580,unchanged_decompiled_body,86408,87243,
function_443660,unchanged_decompiled_body,86428,87263,
function_443740,unchanged_decompiled_body,86448,87283,
function_443820,unchanged_decompiled_body,86468,87303,
function_4438a0,unchanged_decompiled_body,86485,87320,
function_443920,unchanged_decompiled_body,86502,87337,
function_4439a0,unchanged_decompiled_body,86516,87351,
function_443a40,unchanged_decompiled_body,86533,87368,
function_443b80,unchanged_decompiled_body,86579,87414,
function_443cc0,unchanged_decompiled_body,86625,87460,
function_443e00,unchanged_decompiled_body,86671,87506,
function_443f50,unchanged_decompiled_body,86717,87552,
function_444000,original_short_body,86779,87614,
function_444090,unchanged_decompiled_body,86785,87620,
function_444120,unchanged_decompiled_body,86793,87628,
function_4441b0,unchanged_decompiled_body,86813,87648,
function_444290,unchanged_decompiled_body,86888,87723,
function_4443c0,unchanged_decompiled_body,86970,87805,
function_444430,unchanged_decompiled_body,86985,87820,
function_444487,unchanged_decompiled_body,86994,87829,
function_44449a,unchanged_decompiled_body,87003,87838,
function_4444c0,unchanged_decompiled_body,87013,87848,
function_44451b,unchanged_decompiled_body,87023,87858,
function_44452e,unchanged_decompiled_body,87032,87867,
function_444550,unchanged_decompiled_body,87042,87877,
function_444570,modified_nonempty_body,87052,87887,
function_4445fe,original_short_body,87070,87905,
function_444606,unchanged_decompiled_body,87076,87911,
function_444630,original_short_body,87086,87921,
function_444650,unchanged_decompiled_body,87094,87929,
function_4446a7,unchanged_decompiled_body,87103,87938,
function_4446ba,unchanged_decompiled_body,87112,87947,
function_4446e0,unchanged_decompiled_body,87120,87955,
function_444930,unchanged_decompiled_body,87388,88223,
function_4449c0,unchanged_decompiled_body,87405,88240,
function_444a50,unchanged_decompiled_body,87426,88261,
function_444ad0,unchanged_decompiled_body,87476,88311,
function_444bf0,unchanged_decompiled_body,87530,88365,
function_444e30,unchanged_decompiled_body,87656,88491,
function_444f00,unchanged_decompiled_body,87687,88522,
function_444fb0,unchanged_decompiled_body,87726,88561,
function_4450f0,unchanged_decompiled_body,87751,88586,
function_445220,original_short_body,87877,88712,
function_445230,unchanged_decompiled_body,87883,88718,
function_445350,unchanged_decompiled_body,87924,88759,
function_445410,unchanged_decompiled_body,87998,88833,
function_445530,modified_nonempty_body,88090,88925,
function_445580,unchanged_decompiled_body,88101,88943,
function_4455e0,unchanged_decompiled_body,88112,88954,
function_445650,unchanged_decompiled_body,88125,88967,
function_4456c0,unchanged_decompiled_body,88139,88981,
function_445730,cpp_address_replacement,88153,,src/squirrel/squirrel_native_calls.cpp:115
function_445790,unchanged_decompiled_body,88165,88998,
function_4457f0,unchanged_decompiled_body,88177,89010,
function_445880,unchanged_decompiled_body,88198,89031,
function_445910,unchanged_decompiled_body,88219,89052,
function_4459a0,unchanged_decompiled_body,88240,89073,
function_445a30,unchanged_decompiled_body,88261,89094,
function_445b40,unchanged_decompiled_body,88355,89188,
function_445ba0,unchanged_decompiled_body,88389,89222,
function_445c50,unchanged_decompiled_body,88440,89273,
function_445d40,unchanged_decompiled_body,88504,89337,
function_445e90,unchanged_decompiled_body,88538,89371,
function_445f50,unchanged_decompiled_body,88574,89407,
function_445fb0,unchanged_decompiled_body,88597,89430,
function_4460d0,unchanged_decompiled_body,88691,89524,
function_4461b0,original_short_body,88724,89557,
function_4461c0,original_short_body,88732,89565,
function_4461d0,unchanged_decompiled_body,88740,89573,
function_446210,unchanged_decompiled_body,88764,89597,
function_446220,modified_nonempty_body,88774,89607,
function_4462c0,unchanged_decompiled_body,88806,89639,
function_446370,modified_nonempty_body,88864,89697,
function_446520,unchanged_decompiled_body,88897,89730,
function_4467e0,unchanged_decompiled_body,88988,89821,
function_446920,unchanged_decompiled_body,89075,89908,
function_446a30,unchanged_decompiled_body,89123,89956,
function_446a90,unchanged_decompiled_body,89153,89986,
function_446af0,unchanged_decompiled_body,89180,90013,
function_446b70,unchanged_decompiled_body,89203,90036,
function_446bd0,modified_nonempty_body,89214,90047,
function_447050,unchanged_decompiled_body,89535,90368,
function_447080,unchanged_decompiled_body,89556,90389,
function_447340,original_short_body,89686,90519,
function_447350,modified_nonempty_body,89692,90525,
function_4473a0,original_short_body,89709,90542,
function_4473b0,unchanged_decompiled_body,89715,90548,
function_447470,unchanged_decompiled_body,89738,90571,
function_447570,unchanged_decompiled_body,89763,90596,
function_447980,unchanged_decompiled_body,90136,90969,
function_447a00,unchanged_decompiled_body,90166,90999,
function_447b20,unchanged_decompiled_body,90225,91058,
function_447b90,unchanged_decompiled_body,90259,91092,
function_447bb0,original_short_body,90269,91102,
function_447bc0,unchanged_decompiled_body,90275,91108,
function_447bf0,unchanged_decompiled_body,90287,91120,
function_447c50,unchanged_decompiled_body,90299,91132,
function_447c60,unchanged_decompiled_body,90308,91141,
function_447cf0,unchanged_decompiled_body,90332,91165,
function_447dc0,unchanged_decompiled_body,90476,91309,
function_447f80,modified_nonempty_body,90512,91345,
function_448200,unchanged_decompiled_body,90851,91684,
function_448250,unchanged_decompiled_body,90885,91718,
function_4482a0,unchanged_decompiled_body,90904,91737,
function_4483e0,unchanged_decompiled_body,90950,91783,
function_448520,unchanged_decompiled_body,90996,91829,
function_448670,unchanged_decompiled_body,91042,91875,
function_448750,unchanged_decompiled_body,91062,91895,
function_448830,unchanged_decompiled_body,91082,91915,
function_448910,unchanged_decompiled_body,91102,91935,
function_4489b0,unchanged_decompiled_body,91119,91952,
function_448a90,unchanged_decompiled_body,91194,92027,
function_448bc0,modified_nonempty_body,91278,92111,
function_448c7b,original_short_body,91301,92134,
function_448c83,unchanged_decompiled_body,91307,92140,
function_448cb0,unchanged_decompiled_body,91315,92148,
function_448f00,unchanged_decompiled_body,91585,92418,
function_449040,unchanged_decompiled_body,91639,92472,
function_4490d0,unchanged_decompiled_body,91660,92493,
function_449160,unchanged_decompiled_body,91681,92514,
function_4491f0,unchanged_decompiled_body,91702,92535,
function_449269,unchanged_decompiled_body,91723,92556,
function_449300,original_short_body,91743,92576,
function_449310,original_short_body,91751,92584,
function_449320,unchanged_decompiled_body,91759,92592,
function_449360,unchanged_decompiled_body,91776,92609,
function_4493f0,modified_nonempty_body,91802,92635,
function_4495a0,unchanged_decompiled_body,91835,92668,
function_449860,unchanged_decompiled_body,91926,92759,
function_4499a0,unchanged_decompiled_body,92014,92847,
function_449ab0,unchanged_decompiled_body,92062,92895,
function_449b10,unchanged_decompiled_body,92092,92925,
function_449b70,unchanged_decompiled_body,92119,92952,
function_449c10,unchanged_decompiled_body,92148,92981,
function_449c50,unchanged_decompiled_body,92166,92999,
function_449f10,original_short_body,92296,93129,
function_449f20,modified_nonempty_body,92302,93135,
function_449f70,original_short_body,92319,93152,
function_449f80,unchanged_decompiled_body,92325,93158,
function_44a070,unchanged_decompiled_body,92358,93191,
function_44a170,unchanged_decompiled_body,92385,93218,
function_44a580,unchanged_decompiled_body,92758,93591,
function_44a600,unchanged_decompiled_body,92788,93621,
function_44a720,unchanged_decompiled_body,92847,93680,
function_44a790,unchanged_decompiled_body,92879,93712,
function_44a7b0,original_short_body,92887,93720,
function_44a7c0,unchanged_decompiled_body,92893,93726,
function_44a7f0,unchanged_decompiled_body,92905,93738,
function_44a800,unchanged_decompiled_body,92914,93747,
function_44a890,unchanged_decompiled_body,92938,93771,
function_44a960,unchanged_decompiled_body,93082,93915,
function_44ab20,modified_nonempty_body,93118,93951,
function_44ada0,unchanged_decompiled_body,93457,94290,
function_44ae00,unchanged_decompiled_body,93516,94349,
function_44ae50,unchanged_decompiled_body,93550,94383,
function_44aea0,unchanged_decompiled_body,93569,94402,
function_44afe0,unchanged_decompiled_body,93614,94447,
function_44b120,unchanged_decompiled_body,93660,94493,
function_44b270,unchanged_decompiled_body,93706,94539,
function_44b350,unchanged_decompiled_body,93726,94559,
function_44b430,unchanged_decompiled_body,93746,94579,
function_44b510,unchanged_decompiled_body,93766,94599,
function_44b5b0,unchanged_decompiled_body,93783,94616,
function_44b690,unchanged_decompiled_body,93858,94691,
function_44b7c0,unchanged_decompiled_body,93942,94775,
function_44b7e0,original_short_body,93951,94784,
function_44b800,original_short_body,93957,94790,
function_44b820,original_short_body,93963,94796,
function_44b840,unchanged_decompiled_body,93969,94802,
function_44ba90,unchanged_decompiled_body,94237,95070,
function_44bb10,unchanged_decompiled_body,94248,95081,
function_44bbc0,unchanged_decompiled_body,94268,95101,
function_44bc50,unchanged_decompiled_body,94285,95118,
function_44bce0,unchanged_decompiled_body,94306,95139,
function_44be20,unchanged_decompiled_body,94360,95193,
function_44beb0,unchanged_decompiled_body,94381,95214,
function_44bf29,unchanged_decompiled_body,94402,95235,
function_44bf50,unchanged_decompiled_body,94414,95247,
function_44c050,modified_nonempty_body,94465,95298,
function_44c140,unchanged_decompiled_body,94507,95340,
function_44c1c0,unchanged_decompiled_body,94566,95399,
function_44c2a0,modified_nonempty_body,94618,95451,
function_44c350,unchanged_decompiled_body,94631,95464,
function_44c5c0,unchanged_decompiled_body,94711,95544,
function_44c700,unchanged_decompiled_body,94797,95630,
function_44c810,unchanged_decompiled_body,94843,95676,
function_44c870,unchanged_decompiled_body,94867,95700,
function_44c8d0,unchanged_decompiled_body,94892,95725,
function_44c990,modified_nonempty_body,94917,95750,
function_44ca60,unchanged_decompiled_body,94951,95784,
function_44cad0,modified_nonempty_body,94989,95822,
function_44cbb0,unchanged_decompiled_body,95061,95894,
function_44ce70,original_short_body,95191,96024,
function_44ce80,modified_nonempty_body,95197,96030,
function_44ced0,original_short_body,95214,96047,
function_44cee0,unchanged_decompiled_body,95220,96053,
function_44cfb0,unchanged_decompiled_body,95243,96076,
function_44d0b0,unchanged_decompiled_body,95268,96101,
function_44d4c0,unchanged_decompiled_body,95639,96472,
function_44d550,unchanged_decompiled_body,95761,96594,
